0	1	2	3	4	5	11	13	14	17	19	20	21	22	23	
0	1	2	3	4	5	11	13	14	17	18	19	20	21	22	
0	1	2	3	4	5	11	13	14	16	17	18	19	20	21	
0	1	2	3	4	5	11	12	13	14	17	18	19	21	22	
0	1	2	3	4	5	11	12	13	14	16	17	18	19	21	
0	1	2	3	4	5	10	11	12	13	14	16	17	18	21	
0	1	2	3	4	5	6	13	14	17	19	20	21	22	23	
0	1	2	3	4	5	6	13	14	17	18	19	20	21	22	
0	1	2	3	4	5	6	13	14	16	17	18	19	20	21	
0	1	2	3	4	5	6	12	13	14	17	18	19	21	22	
0	1	2	3	4	5	6	12	13	14	16	17	18	19	21	
0	1	2	3	4	5	6	9	13	14	19	20	21	22	23	
0	1	2	3	4	5	6	9	13	14	18	19	20	21	22	
0	1	2	3	4	5	6	9	12	13	14	18	19	21	22	
0	1	2	3	4	5	6	7	14	17	19	20	21	22	23	
0	1	2	3	4	5	6	7	14	17	18	19	20	21	22	
0	1	2	3	4	5	6	7	14	16	17	18	19	20	21	
0	1	2	3	4	5	6	7	9	14	19	20	21	22	23	
0	1	2	3	4	5	6	7	9	14	18	19	20	21	22	
0	1	2	3	4	5	6	7	9	10	14	20	21	22	23	
